Type :,DIL805
Test :,200305 13 Aus 1000°C 30 min iso 760°C 15 min iso 600°C 2h q


;Time;Temperature;Change in Length;HF Power
 351;35.00040436;350.16699219;44.91124344;8.19113922
 352;35.10086823;350.87893677;45.05305481;8.48144913
 353;35.20035553;351.91275024;45.23032379;8.79797935
 354;35.30073929;353.06323242;45.38577271;8.58185196
 355;35.40017319;354.09823608;45.52758408;8.42734051
 356;35.50064850;354.97576904;45.69121552;8.49242401
 357;35.60103607;355.96609497;45.84393692;8.70681667
 358;35.70046234;356.93600464;45.98575211;8.63762951
 359;35.80088043;357.96069336;46.16028976;8.90994263
 360;35.90029907;359.20654297;46.32119370;8.78828812
 361;36.00075150;360.17449951;46.50664520;8.25597000
 362;36.10014343;361.14483643;46.61845779;8.19425583
 363;36.20053101;362.04986572;46.77663422;8.34709930
 364;36.30102921;363.13467407;46.91026688;8.17390823
 365;36.40045547;363.77600098;47.10389709;8.83182716
 366;36.50085449;364.87216187;47.24025726;8.83857918
 367;36.60027313;366.16497803;47.40661240;8.56870461
 368;36.70070267;366.90740967;47.54842758;8.39862728
 369;36.80015945;367.83288574;47.70114899;8.77304363
 370;36.90062714;368.92724609;47.89477921;8.53267956
 371;37.00001144;370.06353760;48.05022812;8.55014801
 372;37.10045242;370.95422363;48.19204330;8.70865154
 373;37.20090485;371.86831665;48.31749344;8.73424149
 374;37.30033112;372.92147827;48.51385117;8.91489983
 375;37.40079498;373.90090942;48.69111633;8.77158260
 376;37.50016022;375.08923340;48.81656647;8.35783672
 377;37.60063171;376.06585693;48.93656158;8.29676914
 378;37.70100403;376.84851074;49.14110184;8.80756474
 379;37.80042648;377.86474609;49.32382202;9.03680420
 380;37.90076828;379.00717163;49.41381836;8.66932487
 381;38.00004578;379.94696045;49.59654236;8.65091610
 382;38.10052490;380.85092163;49.74926376;8.79917526
 383;38.20100021;382.08422852;49.89925766;8.75196171
 384;38.30037689;383.00131226;50.05470657;8.55308723
 385;38.40084076;383.91680908;50.22652054;8.75551987
 386;38.50021744;384.97857666;50.39560699;8.77035046
 387;38.60065460;386.03137207;50.53196335;8.66271591
 388;38.70014954;386.81842041;50.69832230;8.93211174
 389;38.80055237;387.98477173;50.88376999;8.85119057
 390;38.90101624;389.06875610;51.00922012;8.70392513
 391;39.00036621;389.83004761;51.19739914;8.81802177
 392;39.10085678;390.90213013;51.38557434;8.66019440
 393;39.20027924;391.93121338;51.51375198;8.86557865
 394;39.30076218;392.92843628;51.67192841;8.79251385
 395;39.40015411;393.98300171;51.81373978;8.84652042
 396;39.50061417;394.85900879;52.01009750;9.09113121
 397;39.60091400;396.18469238;52.14918518;8.67428398
 398;39.70021057;397.01031494;52.31554413;8.85084724
 399;39.80063629;397.96337891;52.46553802;8.61388969
 400;39.90006256;398.92065430;52.57735062;8.84184265
 401;40.00056458;399.90313721;52.76007462;9.03999710
 402;40.10092163;400.90951538;52.93188477;8.81632614
 403;40.20026016;401.93255615;53.03551865;9.03938675
 404;40.30063629;403.03430176;53.22369385;8.92262650
 405;40.40103149;403.91696167;53.37096024;9.08020687
 406;40.50032806;405.00036621;53.56186676;8.99020576
 407;40.60067368;406.10110474;53.67640686;8.83740234
 408;40.70004654;406.98928833;53.79912949;9.11601830
 409;40.80039597;407.92816162;53.99821472;9.17213535
 410;40.90087128;409.10540771;54.18366241;8.73390579
 411;41.00023651;409.91253662;54.31729507;8.95398045
 412;41.10071564;410.84411621;54.46183395;9.26255989
 413;41.20000076;411.90039063;54.64455795;9.01167011
 414;41.30047607;412.92315674;54.80273438;9.31839561
 415;41.40088654;414.09857178;54.95818329;8.86596203
 416;41.50017929;414.88232422;55.08636093;9.17622662
 417;41.60054398;416.01995850;55.28544617;8.96394539
 418;41.70096970;416.98419189;55.43544006;8.94447041
 419;41.80043411;417.97796631;55.56907272;9.01307869
 420;41.90076065;418.95330811;55.74088287;9.22548103
 421;42.00021362;419.91149902;55.93996811;9.17473793
 422;42.10058975;421.17529297;56.10905457;8.92656612
 423;42.20092773;422.05288696;56.23995972;8.92117119
 424;42.30032349;422.76007080;56.37086487;9.22774982
 425;42.40065765;423.99237061;56.57267380;9.04095840
 426;42.50006866;424.99243164;56.70357895;9.08087063
 427;42.60053635;425.94104004;56.86721039;9.15338898
 428;42.70101166;427.06192017;56.98175049;9.04762077
 429;42.80049896;427.89254761;57.18083572;9.17254162
 430;42.90091324;429.17092896;57.35810471;9.07753372
 431;43.00034332;430.03012085;57.49173355;9.18208504
 432;43.10082245;430.99929810;57.65263748;9.09459972
 433;43.20016861;432.06018066;57.80808640;9.15931606
 434;43.30063248;432.90313721;57.97444534;9.29222775
 435;43.40003967;433.91870117;58.14353180;9.29284286
 436;43.50045776;435.01422119;58.32079697;9.21641350
 437;43.60084152;436.05831909;58.45170212;8.98321152
 438;43.70015717;437.03677368;58.63169861;8.96180058
 439;43.80056763;437.94842529;58.74351120;9.11248589
 440;43.90097809;439.02517700;58.90441513;9.37782192
 441;44.00044250;439.96780396;59.09259033;9.32116413
 442;44.10091400;440.96969604;59.21258545;9.30747318
 443;44.20028687;442.08166504;59.41985321;9.10442734
 444;44.30073166;442.82339478;59.59711838;9.43876839
 445;44.40021515;444.02325439;59.75257111;9.27714920
 446;44.50069427;445.11093140;59.88619995;9.05057049
 447;44.60007477;445.77923584;59.99528885;9.46612453
 448;44.70051193;447.03399658;60.20528030;9.34615517
 449;44.80098343;448.13247681;60.36345673;9.07480431
 450;44.90042114;449.16482544;60.53799820;9.14390850
 451;45.00089264;449.97082520;60.70435715;9.24138927
 452;45.10026550;450.70635986;60.86526108;9.68123531
 453;45.20081711;452.00192261;61.01525497;9.48850155
 454;45.30023575;453.06777954;61.17888260;9.23850060
 455;45.40070343;453.89215088;61.34797287;9.44872093
 456;45.50000381;455.01220703;61.49796677;9.36923504
 457;45.60042953;456.30105591;61.63705063;9.02603054
 458;45.70089340;456.83593750;61.78158951;9.40659618
 459;45.80033493;457.81869507;61.95340347;9.52647781
 460;45.90076828;459.04736328;62.09249496;9.46031952
 461;46.00016785;460.12408447;62.25339890;9.37885189
 462;46.10069656;460.96600342;62.43884659;9.36474705
 463;46.20012283;462.01898193;62.55884171;9.53710079
 464;46.30054474;462.99319458;62.73337936;9.43574238
 465;46.40093613;463.87301636;62.91064835;9.47134018
 466;46.50031281;464.70437622;63.05791855;9.66363907
 467;46.60072327;465.97808838;63.28154373;9.44993973
 468;46.70005798;466.99807739;63.37971878;9.32987499
 469;46.80041122;467.78332520;63.51607895;9.57782364
 470;46.90088654;469.06875610;63.71516800;9.48277664
 471;47.00026703;469.99557495;63.86516190;9.38507938
 472;47.10074615;470.92095947;64.02061462;9.49024773
 473;47.20009232;472.02337646;64.16515350;9.52223778
 474;47.30044937;473.08517456;64.33696747;9.42096710
 475;47.40088272;473.90802002;64.53604889;9.45915031
 476;47.50020218;474.99676514;64.67514038;9.41836643
 477;47.60067749;476.01412964;64.84694672;9.24122334
 478;47.70105362;476.82797241;64.98603821;9.47019291
 479;47.80041504;477.85699463;65.16875458;9.78103256
 480;47.90076828;479.17578125;65.35693359;9.55384636
 481;48.00019455;480.18621826;65.47966003;9.27708244
 482;48.10070038;480.87463379;65.65419769;9.52809715
 483;48.20015717;481.90182495;65.83419037;9.70704556
 484;48.30056381;483.00726318;65.96509552;9.59423161
 485;48.40093613;484.01589966;66.09872437;9.51836205
 486;48.50028610;484.89682007;66.33053589;9.56732368
 487;48.60073471;486.04388428;66.43144226;9.52500248
 488;48.70016861;486.91354370;66.60597992;9.75532246
 489;48.80060959;487.92364502;66.74234009;9.78241062
 490;48.90100861;488.95770264;66.92778778;9.70417786
 491;49.00032425;490.11053467;67.07778931;9.44690514
 492;49.10076141;491.03762817;67.25778198;9.61817265
 493;49.20015335;491.89831543;67.39414215;9.78365040
 494;49.30055237;493.05969238;67.55231476;9.35547733
 495;49.40092468;493.90005493;67.67504120;9.89436245
 496;49.50027466;495.00683594;67.86048889;9.72455502
 497;49.60081863;495.98608398;68.07593536;9.78283405
 498;49.70013428;497.05654907;68.25047302;9.53619099
 499;49.80047226;498.05429077;68.38683319;9.54989815
 500;49.90088654;499.04467773;68.50682831;9.56102753
 501;50.00033188;499.95672607;68.66773224;9.63731575
 502;50.10069656;500.86602783;68.83954620;9.78641510
 503;50.20010376;501.94946289;68.98681641;9.73593330
 504;50.30058289;502.93374634;69.19135284;9.84791088
 505;50.40104675;504.05285645;69.36862183;9.56254387
 506;50.50045013;504.97186279;69.51588440;10.00653744
